trade_date,factor_id,factor_name,factor_column,sort_order,normalized_weight,selected_weighted_raw_value,eligible_universe_raw_value_mean,selected_weighted_percentile,eligible_universe_percentile_mean,selection_edge,selected_weighted_score_component,rank_ic
2011-03-01,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-1091395.955019707,1067555.9686753445,0.3870558375634517,0.501269035532995,0.1142131979695432,0.773130544993663,-0.145929308058863
2011-03-08,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.702949382282925,1.0145959995840983,0.1572151898734177,0.5012658227848101,0.3440506329113924,1.9676806083650191,-0.1509987752614495
2011-03-08,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0105736070482641,0.0100056585951215,0.4807594936708861,0.5012658227848101,0.020506329113924,8.423954372623575,0.1506751638988354
2011-03-08,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,5368454.973333333,9526269.547932489,0.3800000000000001,0.5012658227848101,0.12126582278481,4.756020278833967,-0.4574961203631769
2011-03-08,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.1377213640336026,0.0109703681108824,0.0574683544303797,0.50125941355552,0.4437910591251402,17.262357414448672,-0.2632986484697902
2011-03-08,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.3905800654919937,-0.0397000122003983,0.1313924050632911,0.5012658227848101,0.369873417721519,6.577946768060837,0.1607078949879181
2011-03-08,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,1628925.756539306,10292552.03050567,0.3334177215189873,0.5012658227848101,0.1678481012658227,0.6676806083650191,-0.4154480615445725
2011-03-15,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.8978665214978256,1.1387676917846157,0.2353846153846154,0.5012820512820512,0.2658974358974357,2.908745247148289,-0.0093998512911584
2011-03-15,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.009390276247847,0.0103558273521429,0.5823076923076924,0.5012820512820513,-0.0810256410256411,10.074144486692015,-0.1322734903478359
2011-03-15,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,12603940.27,10891126.097606838,0.5851282051282051,0.5012820512820514,-0.0838461538461536,7.230671736375159,0.2082988879811396
2011-03-15,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.1384616888430541,0.025057256308365,0.0225641025641025,0.5012557527942143,0.4786916502301117,6.6920152091254765,-0.1892875290025052
2011-03-15,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.2516242483739217,0.0207183139431841,0.2233333333333333,0.5012820512820513,0.2779487179487179,11.039290240811155,-0.2783073531171511
2011-03-15,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-4313244.315646235,-3152771.698049932,0.3248717948717948,0.5012820512820514,0.1764102564102565,0.6423320659062105,-0.4101797888075591
2011-03-22,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.9263105877108831,1.1542360456116816,0.2801007556675063,0.5012594458438288,0.2211586901763224,3.523447401774398,0.0709683581191901
2011-03-22,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0111118917165904,0.010400817097588,0.4488664987405541,0.5012594458438288,0.0523929471032746,7.904942965779468,-0.0467396993247482
2011-03-22,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,4934211.050000001,11108332.747858942,0.3282115869017633,0.5012594458438288,0.1730478589420654,4.128643852978454,0.3544091257004739
2011-03-22,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.1058229990096236,0.0584683809656176,0.045088161209068,0.5012531010284945,0.4561649398194265,13.612167300380232,0.193254310934855
2011-03-22,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.207099266274904,0.0037059633870968,0.3050377833753149,0.5012594458438288,0.1962216624685138,15.34854245880862,-0.2478629019962275
2011-03-22,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-3513765.7404814446,-492305.3951562473,0.4100755667506296,0.5012594458438288,0.091183879093199,0.8253485424588088,0.1204164322905351
2011-03-29,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,1.0157626200938354,1.1271199765862816,0.3888607594936709,0.5012658227848101,0.1124050632911392,4.866920152091256,0.078327213046257
2011-03-29,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.011053704716653,0.0100061276509213,0.4275949367088607,0.5012658227848101,0.0736708860759494,7.492395437262358,-0.0607349776962219
2011-03-29,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,7176135.926666668,11549256.73864979,0.3445569620253164,0.5012658227848101,0.1567088607594937,4.312420785804816,0.2313448071313782
2011-03-29,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.1172327194759649,0.094668128545395,0.0339240506329113,0.5012658227848101,0.4673417721518987,10.190114068441066,0.1051627223356302
2011-03-29,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.1905918290822217,0.0100627602122858,0.2891139240506329,0.50125941355552,0.212145489504887,14.474017743979724,-0.1443520378785129
2011-03-29,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-3585940.2279821318,4061908.942562008,0.2473417721518987,0.5012658227848101,0.2539240506329113,0.4953105196451205,0.2431049292625763
2011-04-07,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.903259281687084,1.045191148122239,0.4,0.5012886597938144,0.1012886597938144,4.917617237008872,-0.03548617920653
2011-04-07,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0097880810706803,0.0091907633390508,0.4358247422680412,0.5012886597938144,0.0654639175257731,7.501267427122942,-0.1267144894245717
2011-04-07,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,3875471.25,11471548.691151202,0.2914948453608247,0.5012886597938144,0.2097938144329897,3.5836501901140685,-0.044991974413448
2011-04-07,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.2359224318880205,0.0577980245359025,0.0304123711340206,0.5012886597938144,0.4708762886597938,8.973384030418252,-0.1892740033655486
2011-04-07,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.2919708373961334,-0.0326867137640429,0.2095360824742267,0.5012753746413009,0.2917392921670741,10.304182509505706,-0.0271894121824781
2011-04-07,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-2998756.404325231,3752648.694860866,0.2963917525773196,0.5012886597938144,0.2048969072164948,0.5830164765525983,-0.01167053616424
2011-04-14,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.941078778752815,1.0893532807455055,0.4197368421052632,0.5013157894736842,0.0815789473684209,5.053865652724969,-0.0322769055630345
2011-04-14,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0106593762489915,0.0095635955694585,0.4068421052631579,0.5013157894736842,0.0944736842105262,6.858048162230673,0.0420979392679461
2011-04-14,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,4720008.206666667,11787893.830087718,0.3457894736842106,0.5013157894736842,0.1555263157894735,4.163498098859316,-0.2549920480746908
2011-04-14,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.2596133294293035,0.0016233284251462,0.0394736842105263,0.5013088642659279,0.4618351800554016,11.40684410646388,0.0232528972083817
2011-04-14,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.3715339295606925,-0.0537838066137653,0.1628947368421052,0.5013157894736842,0.3384210526315789,7.845373891001268,0.0471594631519607
2011-04-14,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,8177865.849509713,6327983.521000388,0.5057894736842106,0.5013157894736842,-0.0044736842105264,0.9743979721166034,-0.1123852063626994
2011-04-21,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.86790638982792,1.0450629086649914,0.3862796833773087,0.5013192612137203,0.1150395778364115,4.638783269961977,0.118373991266645
2011-04-21,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0093331715022568,0.0091692164639317,0.4802110817941952,0.5013192612137203,0.021108179419525,8.073510773130545,-0.1137672677736557
2011-04-21,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,2466230.1566666667,11277889.264555847,0.2203166226912928,0.5013192612137203,0.2810026385224274,2.64575411913815,0.1472487286818629
2011-04-21,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.3039612210945471,0.0028243335855995,0.0350923482849604,0.50129837581192,0.4662060275269596,10.11406844106464,0.1395333407250218
2011-04-21,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.3728395048907443,-0.0175818144095626,0.1174142480211081,0.5013192612137203,0.3839050131926121,5.640050697084918,0.0011061073969003
2011-04-21,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,5111369.447673873,-25222.664089996026,0.541160949868074,0.5013192612137203,-0.0398416886543536,1.0397972116603296,-0.0871618359883878
2011-04-28,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.99075474862927,1.0484192164689743,0.5176020408163265,0.5012755102040817,-0.0163265306122448,6.429024081115337,0.065261421458465
2011-04-28,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0104475873236146,0.0093027673352919,0.3964285714285714,0.5012755102040816,0.1048469387755101,6.893536121673005,0.0824581118105114
2011-04-28,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,1465809.4166666667,10350137.88920068,0.1737244897959184,0.5012755102040817,0.3275510204081633,2.157794676806084,-0.2027141193042496
2011-04-28,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.4604605093998326,-0.0911745455169173,0.0221938775510204,0.5012755102040817,0.4790816326530612,6.6159695817490505,-0.0535866215181703
2011-04-28,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.4778940015171379,-0.0715423124861875,0.0839285714285714,0.5012690024989589,0.4173404310703874,4.169835234474019,0.0166774326734443
2011-04-28,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-3029450.542641436,-4256575.286317194,0.553826530612245,0.5012755102040817,-0.0525510204081632,1.1006337135614703,0.1295459834886154
2011-05-06,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.8661146963932548,0.8730748188408847,0.5155612244897959,0.5012755102040817,-0.0142857142857142,6.403675538656529,-0.0676696533742764
2011-05-06,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0102864603345767,0.0078583558324162,0.2846938775510204,0.5012755102040817,0.2165816326530612,4.950570342205323,-0.0266012159892773
2011-05-06,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,999912.3733333332,10642109.806037417,0.1323979591836734,0.5012755102040817,0.3688775510204082,1.6444866920152097,-0.0021024341749195
2011-05-06,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.480868433791113,-0.1031745736502871,0.0196428571428571,0.5012755102040817,0.4816326530612245,5.855513307984792,-0.1106434995493468
2011-05-06,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.5508044204053377,-0.083438670544319,0.060969387755102,0.5012755102040817,0.4403061224489796,3.02915082382763,-0.026405385905045
2011-05-06,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-745876.6196753074,-2266101.208045097,0.5188775510204082,0.5012755102040817,-0.0176020408163265,1.0311787072243348,-0.283023678257746
2011-05-13,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.7130835463659851,0.706306393112813,0.4917312661498708,0.5012919896640827,0.0095607235142118,6.029784537389101,-0.0547227802630746
2011-05-13,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0094626134771562,0.0064373751528325,0.1739018087855297,0.5012919896640827,0.327390180878553,2.9854245880861856,-0.1394366511386011
2011-05-13,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,829853.1133333335,8962304.395779502,0.1090439276485788,0.5012919896640827,0.3922480620155039,1.337135614702155,0.032261993240087
2011-05-13,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.524747122048551,-0.1126289567652015,0.0227390180878553,0.5012919896640827,0.4785529715762274,6.6920152091254765,-0.0414165144631197
2011-05-13,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.646296450497456,-0.1247468090025946,0.0325581395348837,0.5012919896640827,0.468733850129199,1.5969581749049433,0.11559129363448
2011-05-13,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-229501.485732595,826549.1723557478,0.3653746770025839,0.5012919896640827,0.1359173126614987,0.7168567807351078,-0.192447118853756
2011-05-20,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.4664886348963307,0.6047178954666745,0.3254593175853019,0.5013123359580053,0.1758530183727034,3.929024081115336,0.0501957139987651
2011-05-20,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0065990521132766,0.0054435801938122,0.3010498687664042,0.5013123359580053,0.200262467191601,5.08808618504436,-0.2526963596344607
2011-05-20,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,807359.7466666667,8306505.635870515,0.1115485564304461,0.5013123359580053,0.3897637795275591,1.346641318124208,0.2537058349790425
2011-05-20,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.5429186296511282,-0.124273049629951,0.0228346456692913,0.5013054470553385,0.4784708013860472,6.6159695817490505,0.1278730315365322
2011-05-20,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.620037544773642,-0.1673705509140035,0.0545931758530183,0.5013123359580053,0.4467191601049869,2.636248415716097,-0.0377359350277584
2011-05-20,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-491438.0851747348,1560472.0086861558,0.2440944881889764,0.5013123359580053,0.2572178477690289,0.4714828897338404,0.0843777099815849
2011-05-27,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.4881548417071563,0.561812791085858,0.4253164556962026,0.5012658227848101,0.0759493670886075,5.32319391634981,-0.0552420528999611
2011-05-27,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0064426995488965,0.005268511954858,0.3334177215189873,0.5012658227848101,0.1678481012658227,5.842205323193916,0.1378115551292718
2011-05-27,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,533594.9966666667,7511416.03164557,0.0858227848101265,0.5012658227848101,0.4154430379746835,1.0741444866920151,-0.2410485751116995
2011-05-27,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.5602655749823537,-0.1689161045076262,0.0217721518987341,0.5012658227848101,0.479493670886076,6.539923954372624,-0.215318056808618
2011-05-27,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.6306133274032972,-0.2389334616321213,0.0541772151898734,0.5012658227848101,0.4470886075949367,2.7122940430925224,0.1299355493319143
2011-05-27,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-956821.3916668196,-4511542.146885377,0.7987341772151899,0.5012658227848101,-0.2974683544303798,1.599493029150824,0.0042909672000708
2011-06-03,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.5451146240668061,0.5019577090736723,0.5924205378973106,0.5012224938875306,-0.09119804400978,7.677439797211662,-0.0785476000883984
2011-06-03,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0060919840891435,0.0047370466397808,0.3293398533007334,0.5012224938875306,0.1718826405867971,5.975285171102662,0.0036159159232898
2011-06-03,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,562108.5466666666,6734331.601874491,0.1017114914425428,0.5012224938875306,0.3995110024449878,1.3181242078580484,-0.0591457275855658
2011-06-03,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.5729827428779387,-0.1741587169728993,0.0190709046454767,0.5012165159223104,0.4821456112768336,5.931558935361218,-0.0025554858999048
2011-06-03,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.6302534283041232,-0.2319666657389867,0.054523227383863,0.5012224938875306,0.4466992665036675,2.826362484157161,0.0237319914548203
2011-06-03,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-140097.4322954177,377456.1300697671,0.4987775061124695,0.5012224938875306,0.002444987775061,1.0342205323193918,-0.1571009881679429
2011-06-13,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.4472338674615145,0.4642140045444453,0.5375609756097561,0.501219512195122,-0.0363414634146341,6.983523447401775,0.1262714143743437
2011-06-13,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0056759756183317,0.0042967921475731,0.2853658536585366,0.501219512195122,0.2158536585365853,5.190114068441066,-0.0302803282856543
2011-06-13,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,447919.00333333336,6209606.753821138,0.0860975609756097,0.501219512195122,0.4151219512195122,1.1185044359949303,0.1603875486434846
2011-06-13,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.5858342797917041,-0.1890172658415221,0.0173170731707317,0.5012135633551458,0.483896490184414,5.399239543726237,0.04584258891364
2011-06-13,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.6089028966321837,-0.1976423417285478,0.0526829268292683,0.501219512195122,0.4485365853658536,2.737642585551331,0.0677860158097609
2011-06-13,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,483779.97524580685,1049801.3119982192,0.5626829268292683,0.501219512195122,-0.0614634146341463,1.16958174904943,-0.1127135495813465
2011-06-20,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.4323676730993504,0.4803325363540732,0.4490243902439024,0.501219512195122,0.0521951219512195,5.833333333333334,-0.1238107508946165
2011-06-20,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0045494850392655,0.0039948193752764,0.4017073170731708,0.501219512195122,0.0995121951219511,7.306083650190115,0.1825263248616995
2011-06-20,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,572643.3300000001,5938927.236829268,0.128780487804878,0.501219512195122,0.3724390243902439,1.673003802281369,-0.2010044603506731
2011-06-20,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.5915365649609149,-0.2142197560590502,0.0182926829268292,0.501219512195122,0.4829268292682926,5.70342205323194,-0.349532788387331
2011-06-20,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.582537352337896,-0.1817656256919347,0.0656097560975609,0.501219512195122,0.435609756097561,3.4093789607097595,-0.0810801822793449
2011-06-20,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-740781.639430825,-1000982.74185442,0.5663414634146341,0.501219512195122,-0.0651219512195121,1.1771863117870724,0.0363831766385052
2011-06-27,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.5801899467756794,0.5448901710095666,0.5830466830466831,0.5012285012285013,-0.0818181818181817,7.519011406844108,0.0814518458001214
2011-06-27,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0057245504393114,0.0045020237628219,0.3206388206388206,0.5012285012285013,0.1805896805896806,5.788973384030419,0.1339475840022503
2011-06-27,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,545068.1066666667,6078564.866748566,0.1142506142506142,0.5012285012285013,0.386977886977887,1.4733840304182513,-0.0711503761640128
2011-06-27,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.5228224075460421,-0.1169993332063366,0.0218673218673218,0.5012164275063539,0.479349105639032,6.768060836501902,-0.1719602109348732
2011-06-27,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.5372167384656401,-0.1066075931898587,0.0493857493857493,0.5012285012285013,0.4518427518427519,2.5475285171102664,-0.08916121677166
2011-06-27,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,1985529.4377005263,7105644.723168443,0.4201474201474201,0.5012285012285013,0.0810810810810811,0.866920152091255,0.00094727385105
2011-07-04,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.7980058502829959,0.6778693498215571,0.6464891041162228,0.5012106537530266,-0.1452784503631962,8.460076045627378,-0.1062733723719925
2011-07-04,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0070772252345105,0.0052795244935654,0.2799031476997579,0.5012106537530265,0.2213075060532686,5.128010139416984,0.0149816555719138
2011-07-04,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,2253626.48,6495298.141323647,0.2322033898305084,0.5012106537530266,0.2690072639225181,3.038656527249684,-0.4439938867663935
2011-07-04,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.4993934553084489,-0.0922368682353416,0.0167070217917675,0.5011989282929489,0.4844919065011813,5.247148288973385,-0.1570827095270586
2011-07-04,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.4422331268654865,-0.0128641670741746,0.0682808716707021,0.5012106537530266,0.4329297820823244,3.574144486692016,-0.0280763802440903
2011-07-04,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,4908473.748535711,5950146.03281101,0.4832929782082324,0.5012106537530266,0.0179176755447941,1.01191381495564,-0.2552702195518568
2011-07-11,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.9416976205726062,0.8440477686216425,0.6801909307875895,0.5011933174224343,-0.1789976133651551,9.030418250950571,-0.0614902808436026
2011-07-11,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0075722617988297,0.0061380589578468,0.3190930787589499,0.5011933174224343,0.1821002386634844,5.930925221799748,0.1031625161221275
2011-07-11,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,2718156.853333333,6682802.669053302,0.2844868735083533,0.5011933174224343,0.216706443914081,3.776932826362485,-0.4070088448656531
2011-07-11,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.4701283402633863,-0.0679136645745832,0.0190930787589498,0.5011933174224343,0.4821002386634844,6.08365019011407,-0.0744375736010089
2011-07-11,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.4747776646883055,-0.0486515976041776,0.0579952267303102,0.5011762293447861,0.4431810026144758,3.079847908745247,0.0012907082586201
2011-07-11,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,1766479.485171405,4949822.998345722,0.4367541766109785,0.5011933174224343,0.0644391408114558,0.9277566539923956,-0.1589273191645586
2011-07-18,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,1.1549756568359366,0.9541946522345546,0.7047505938242281,0.501187648456057,-0.2035629453681711,9.401140684410649,0.0690873681485067
2011-07-18,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.0089971498079785,0.0068640149911778,0.2890736342042755,0.501187648456057,0.2121140142517815,5.398605830164766,-0.1388147959930333
2011-07-18,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,4622103.046666668,7491552.047505938,0.3719714964370547,0.501187648456057,0.1292161520190023,4.961977186311788,0.0499629312160973
2011-07-18,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.4208784217564515,-0.0162609617113139,0.0199524940617577,0.5011763643852156,0.4812238703234579,6.387832699619773,0.10203002668229
2011-07-18,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.4066619006569935,0.0077737995241651,0.071021377672209,0.5011820064206364,0.4301606287484273,3.789607097591889,0.1075350990538655
2011-07-18,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,1408055.3757317364,3356681.3000827623,0.5334916864608076,0.501187648456057,-0.0323040380047505,1.1386565272496834,0.079198863974449
2011-07-25,F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,1.2146218919761111,1.0224829073799122,0.6727482678983835,0.5011547344110855,-0.171593533487298,9.230038022813687,0.0784712639354747
2011-07-25,F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.008855870861955,0.007011252701477,0.3251732101616628,0.5011547344110855,0.1759815242494226,6.245880861850444,0.0491532860860703
2011-07-25,F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,4785331.14,7635783.466358738,0.3454965357967668,0.5011547344110855,0.1556581986143186,4.740177439797213,-0.2201981660957424
2011-07-25,F04,Oversold,oversold_39,Ascending,0.7604562737642586,-0.423333888212515,-0.0125668104749541,0.020554272517321,0.5011494007648449,0.4805951282475239,6.768060836501901,0.0634879328657238
2011-07-25,F05,Oversold,oversold_270,Ascending,0.1267427122940431,-0.5055942242121165,-0.0653869300618567,0.0427251732101616,0.5011547344110855,0.4584295612009238,2.3447401774397973,-0.0426052005832846
2011-07-25,F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,-2415448.5893983413,-3948474.0357641727,0.4635103926096998,0.5011547344110855,0.0376443418013857,1.017490494296578,0.0112187644282021
