"Date","OrderTime","AssetType","Security","TradeSide","OrderType","FilledQuantity","FilledPrice","FilledAmount","OrderQuantity","OrderPrice","RealizedPnL","Commission","Status","LastUpdatedAt"
"2011-04-27","09:30:00","Equity","002335.XSHE","Buy","MarketOrder","4200 shares","23.09","96978","4200 shares","-","0","29.09","Filled","2011-04-27 09:30:00"
"2011-04-28","11:25:00","Equity","002335.XSHE","Sell","MarketOrder","-4200 shares","22.16","-93072","-4200 shares","-","-3906","120.99","Filled","2011-04-28 11:25:00"
"2011-04-29","09:30:00","Equity","002049.XSHE","Buy","MarketOrder","2200 shares","20.52","45144","2200 shares","-","0","13.54","Filled","2011-04-29 09:30:00"
"2011-04-29","09:30:00","Equity","300059.XSHE","Buy","MarketOrder","1200 shares","36.9","44280","1200 shares","-","0","13.28","Filled","2011-04-29 09:30:00"
"2011-05-04","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","100 shares","29.83","2983","100 shares","-","0","5","Filled","2011-05-04 09:30:00"
"2011-05-05","09:30:00","Equity","002402.XSHE","Sell","MarketOrder","-100 shares","29.1","-2910","-100 shares","-","-73","7.91","Filled","2011-05-05 09:30:00"
"2011-05-17","11:25:00","Equity","300059.XSHE","Sell","MarketOrder","-1200 shares","37.78","-45336","-1200 shares","-","1056","58.94","Filled","2011-05-17 11:25:00"
"2011-05-23","09:30:00","Equity","002236.XSHE","Buy","MarketOrder","600 shares","76.41","45846","600 shares","-","0","13.75","Filled","2011-05-23 09:30:00"
"2011-06-07","11:25:00","Equity","002049.XSHE","Sell","MarketOrder","-2200 shares","21","-46200","-2200 shares","-","1298","60.06","Filled","2011-06-07 11:25:00"
"2011-06-08","11:25:00","Equity","002236.XSHE","Sell","MarketOrder","-1200 shares","41.05","-49260","-1200 shares","-","3714","64.04","Filled","2011-06-08 11:25:00"
"2011-06-21","09:30:00","Equity","002555.XSHE","Buy","MarketOrder","3900 shares","12.52","48828","3900 shares","-","0","14.65","Filled","2011-06-21 09:30:00"
"2011-06-21","09:30:00","Equity","002335.XSHE","Buy","MarketOrder","2800 shares","17.64","49392","2800 shares","-","0","14.82","Filled","2011-06-21 09:30:00"
"2011-06-24","11:25:00","Equity","002555.XSHE","Sell","MarketOrder","-3900 shares","13.42","-52338","-3900 shares","-","3510","68.04","Filled","2011-06-24 11:25:00"
"2011-07-01","11:25:00","Equity","002335.XSHE","Sell","MarketOrder","-2800 shares","19.7","-55160","-2800 shares","-","5768","71.71","Filled","2011-07-01 11:25:00"
"2011-07-21","09:30:00","Equity","002049.XSHE","Buy","MarketOrder","5100 shares","21","107100","5100 shares","-","0","32.13","Filled","2011-07-21 09:30:00"
"2011-07-25","11:25:00","Equity","002049.XSHE","Sell","MarketOrder","-5100 shares","20.2","-103020","-5100 shares","-","-4080","133.93","Filled","2011-07-25 11:25:00"
"2011-08-02","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","5900 shares","17.67","104253","5900 shares","-","0","31.28","Filled","2011-08-02 09:30:00"
"2011-08-08","11:25:00","Equity","002402.XSHE","Sell","MarketOrder","-5900 shares","15.67","-92453","-5900 shares","-","-11800","120.19","Filled","2011-08-08 11:25:00"
"2011-08-09","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","3000 shares","15.05","45150","3000 shares","-","0","13.54","Filled","2011-08-09 09:30:00"
"2011-08-09","09:30:00","Equity","600803.XSHG","Buy","MarketOrder","4600 shares","10.03","46138","4600 shares","-","0","13.84","Filled","2011-08-09 09:30:00"
"2011-08-12","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","100 shares","8.42","842","100 shares","-","0","5","Filled","2011-08-12 09:30:00"
"2011-08-12","11:25:00","Equity","600803.XSHG","Sell","MarketOrder","-4600 shares","11.21","-51566","-4600 shares","-","5428","67.04","Filled","2011-08-12 11:25:00"
"2011-08-15","11:25:00","Equity","002402.XSHE","Sell","MarketOrder","-3000 shares","16.41","-49230","-3000 shares","-","4080","64","Filled","2011-08-15 11:25:00"
"2011-08-18","11:25:00","Equity","000591.XSHE","Sell","MarketOrder","-100 shares","7.99","-799","-100 shares","-","-43","5.8","Filled","2011-08-18 11:25:00"
"2011-09-02","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","5300 shares","19.14","101442","5300 shares","-","0","30.43","Filled","2011-09-02 09:30:00"
"2011-09-06","14:50:00","Equity","300207.XSHE","Sell","MarketOrder","-5300 shares","18.46","-97838","-5300 shares","-","-3604","127.19","Filled","2011-09-06 14:50:00"
"2011-09-14","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","3000 shares","16.19","48570","3000 shares","-","0","14.57","Filled","2011-09-14 09:30:00"
"2011-09-14","09:30:00","Equity","002236.XSHE","Buy","MarketOrder","1100 shares","44.38","48818","1100 shares","-","0","14.65","Filled","2011-09-14 09:30:00"
"2011-09-22","11:25:00","Equity","002402.XSHE","Sell","MarketOrder","-3000 shares","16.39","-49170","-3000 shares","-","600","63.92","Filled","2011-09-22 11:25:00"
"2011-09-27","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","2600 shares","18.52","48152","2600 shares","-","0","14.45","Filled","2011-09-27 09:30:00"
"2011-09-27","11:25:00","Equity","002236.XSHE","Sell","MarketOrder","-1100 shares","42.91","-47201","-1100 shares","-","-1617","61.36","Filled","2011-09-27 11:25:00"
"2011-09-28","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-2600 shares","18.87","-49062","-2600 shares","-","910","63.78","Filled","2011-09-28 11:25:00"
"2011-09-30","09:30:00","Equity","002335.XSHE","Buy","MarketOrder","2500 shares","19","47500","2500 shares","-","0","14.25","Filled","2011-09-30 09:30:00"
"2011-09-30","09:30:00","Equity","002611.XSHE","Buy","MarketOrder","3000 shares","16","48000","3000 shares","-","0","14.4","Filled","2011-09-30 09:30:00"
"2011-10-13","11:25:00","Equity","002611.XSHE","Sell","MarketOrder","-3000 shares","17.32","-51960","-3000 shares","-","3960","67.55","Filled","2011-10-13 11:25:00"
"2011-10-21","09:30:00","Equity","002236.XSHE","Buy","MarketOrder","1300 shares","40.6","52780","1300 shares","-","0","15.83","Filled","2011-10-21 09:30:00"
"2011-10-21","14:50:00","Equity","002335.XSHE","Sell","MarketOrder","-2500 shares","18.39","-45975","-2500 shares","-","-1525","59.77","Filled","2011-10-21 14:50:00"
"2011-10-24","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","7800 shares","6","46800","7800 shares","-","0","14.04","Filled","2011-10-24 09:30:00"
"2011-10-24","11:25:00","Equity","002236.XSHE","Sell","MarketOrder","-1300 shares","38.3","-49790","-1300 shares","-","-2990","64.73","Filled","2011-10-24 11:25:00"
"2011-10-25","09:30:00","Equity","002056.XSHE","Buy","MarketOrder","800 shares","19.37","15496","800 shares","-","0","5","Filled","2011-10-25 09:30:00"
"2011-10-25","09:30:00","Equity","002236.XSHE","Buy","MarketOrder","400 shares","38.8","15520","400 shares","-","0","5","Filled","2011-10-25 09:30:00"
"2011-10-25","09:30:00","Equity","300059.XSHE","Buy","MarketOrder","800 shares","18.83","15064","800 shares","-","0","5","Filled","2011-10-25 09:30:00"
"2011-10-28","11:25:00","Equity","300059.XSHE","Sell","MarketOrder","-800 shares","22.17","-17736","-800 shares","-","2672","23.06","Filled","2011-10-28 11:25:00"
"2011-11-03","11:25:00","Equity","000591.XSHE","Sell","MarketOrder","-7800 shares","6.91","-53898","-7800 shares","-","7098","70.07","Filled","2011-11-03 11:25:00"
"2011-11-03","11:25:00","Equity","002236.XSHE","Sell","MarketOrder","-400 shares","45.11","-18044","-400 shares","-","2524","23.46","Filled","2011-11-03 11:25:00"
"2011-11-11","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","9900 shares","9.43","93357","9900 shares","-","0","28.01","Filled","2011-11-11 09:30:00"
"2011-11-14","11:25:00","Equity","002056.XSHE","Sell","MarketOrder","-800 shares","22.26","-17808","-800 shares","-","2312","23.15","Filled","2011-11-14 11:25:00"
"2011-11-15","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-9900 shares","9.85","-97515","-9900 shares","-","4158","126.77","Filled","2011-11-15 11:25:00"
"2011-11-21","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","1900 shares","19.51","37069","1900 shares","-","0","11.12","Filled","2011-11-21 09:30:00"
"2011-11-21","09:30:00","Equity","300059.XSHE","Buy","MarketOrder","1700 shares","22.2","37740","1700 shares","-","0","11.32","Filled","2011-11-21 09:30:00"
"2011-11-21","09:30:00","Equity","601117.XSHG","Buy","MarketOrder","5200 shares","7.38","38376","5200 shares","-","0","11.51","Filled","2011-11-21 09:30:00"
"2011-11-23","09:30:00","Equity","002056.XSHE","Buy","MarketOrder","100 shares","20.1","2010","100 shares","-","0","5","Filled","2011-11-23 09:30:00"
"2011-11-24","09:30:00","Equity","002056.XSHE","Sell","MarketOrder","-100 shares","19.6","-1960","-100 shares","-","-50","6.96","Filled","2011-11-24 09:30:00"
"2011-11-24","09:30:00","Equity","601117.XSHG","Sell","MarketOrder","-5200 shares","7.2","-37440","-5200 shares","-","-936","48.67","Filled","2011-11-24 09:30:00"
"2011-11-28","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-1900 shares","18.51","-35169","-1900 shares","-","-1900","45.72","Filled","2011-11-28 11:25:00"
"2011-11-29","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","4500 shares","16.4","73800","4500 shares","-","0","22.14","Filled","2011-11-29 09:30:00"
"2011-11-30","14:50:00","Equity","002402.XSHE","Sell","MarketOrder","-4500 shares","15.38","-69210","-4500 shares","-","-4590","89.97","Filled","2011-11-30 14:50:00"
"2011-12-05","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","3700 shares","9.2","34040","3700 shares","-","0","10.21","Filled","2011-12-05 09:30:00"
"2011-12-05","09:30:00","Equity","600011.XSHG","Buy","MarketOrder","7800 shares","4.45","34710","7800 shares","-","0","10.41","Filled","2011-12-05 09:30:00"
"2011-12-05","14:50:00","Equity","300059.XSHE","Sell","MarketOrder","-1700 shares","20.81","-35377","-1700 shares","-","-2363","45.99","Filled","2011-12-05 14:50:00"
"2011-12-06","11:25:00","Equity","600011.XSHG","Sell","MarketOrder","-7800 shares","4.18","-32604","-7800 shares","-","-2106","42.39","Filled","2011-12-06 11:25:00"
"2011-12-07","09:30:00","Equity","300059.XSHE","Buy","MarketOrder","1100 shares","20.31","22341","1100 shares","-","0","6.7","Filled","2011-12-07 09:30:00"
"2011-12-07","09:30:00","Equity","002555.XSHE","Buy","MarketOrder","1700 shares","12.78","21726","1700 shares","-","0","6.52","Filled","2011-12-07 09:30:00"
"2011-12-07","09:30:00","Equity","600011.XSHG","Buy","MarketOrder","5300 shares","4.31","22843","5300 shares","-","0","6.85","Filled","2011-12-07 09:30:00"
"2011-12-08","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","300 shares","6.39","1917","300 shares","-","0","5","Filled","2011-12-08 09:30:00"
"2011-12-08","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-3700 shares","9.32","-34484","-3700 shares","-","444","44.83","Filled","2011-12-08 11:25:00"
"2011-12-12","11:25:00","Equity","600011.XSHG","Sell","MarketOrder","-5300 shares","4.48","-23744","-5300 shares","-","901","30.87","Filled","2011-12-12 11:25:00"
"2011-12-12","14:50:00","Equity","002555.XSHE","Sell","MarketOrder","-1700 shares","12.16","-20672","-1700 shares","-","-1054","26.87","Filled","2011-12-12 14:50:00"
"2011-12-13","11:25:00","Equity","000591.XSHE","Sell","MarketOrder","-300 shares","5.95","-1785","-300 shares","-","-132","6.78","Filled","2011-12-13 11:25:00"
"2011-12-14","14:50:00","Equity","300059.XSHE","Sell","MarketOrder","-1100 shares","19.67","-21637","-1100 shares","-","-704","28.13","Filled","2011-12-14 14:50:00"
"2011-12-15","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","3500 shares","14.4","50400","3500 shares","-","0","15.12","Filled","2011-12-15 09:30:00"
"2011-12-15","09:30:00","Equity","002056.XSHE","Buy","MarketOrder","3100 shares","16","49600","3100 shares","-","0","14.88","Filled","2011-12-15 09:30:00"
"2011-12-16","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-3500 shares","13.82","-48370","-3500 shares","-","-2030","62.88","Filled","2011-12-16 11:25:00"
"2011-12-22","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","3200 shares","7.9","25280","3200 shares","-","0","7.58","Filled","2011-12-22 09:30:00"
"2011-12-22","09:30:00","Equity","601888.XSHG","Buy","MarketOrder","900 shares","25.5","22950","900 shares","-","0","6.88","Filled","2011-12-22 09:30:00"
"2011-12-22","11:25:00","Equity","002056.XSHE","Sell","MarketOrder","-3100 shares","14.94","-46314","-3100 shares","-","-3286","60.21","Filled","2011-12-22 11:25:00"
"2011-12-23","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","1800 shares","13.1","23580","1800 shares","-","0","7.07","Filled","2011-12-23 09:30:00"
"2011-12-23","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","1400 shares","16.75","23450","1400 shares","-","0","7.03","Filled","2011-12-23 09:30:00"
"2011-12-27","11:25:00","Equity","300207.XSHE","Sell","MarketOrder","-1400 shares","15.79","-22106","-1400 shares","-","-1344","28.74","Filled","2011-12-27 11:25:00"
"2011-12-27","14:50:00","Equity","002600.XSHE","Sell","MarketOrder","-1800 shares","11.98","-21564","-1800 shares","-","-2016","28.03","Filled","2011-12-27 14:50:00"
"2011-12-28","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","2900 shares","15.22","44138","2900 shares","-","0","13.24","Filled","2011-12-28 09:30:00"
"2011-12-29","11:25:00","Equity","601888.XSHG","Sell","MarketOrder","-900 shares","25.89","-23301","-900 shares","-","351","30.29","Filled","2011-12-29 11:25:00"
"2011-12-30","09:30:00","Equity","300274.XSHE","Buy","MarketOrder","400 shares","26.68","10672","400 shares","-","0","5","Filled","2011-12-30 09:30:00"
"2011-12-30","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","1000 shares","12.05","12050","1000 shares","-","0","5","Filled","2011-12-30 09:30:00"
"2012-01-04","11:25:00","Equity","300207.XSHE","Sell","MarketOrder","-2900 shares","15.76","-45704","-2900 shares","-","1566","59.42","Filled","2012-01-04 11:25:00"
"2012-01-04","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-1000 shares","13.17","-13170","-1000 shares","-","1120","18.17","Filled","2012-01-04 11:25:00"
"2012-01-05","11:25:00","Equity","300274.XSHE","Sell","MarketOrder","-400 shares","25.27","-10108","-400 shares","-","-564","15.11","Filled","2012-01-05 11:25:00"
"2012-01-06","09:30:00","Equity","601117.XSHG","Buy","MarketOrder","3500 shares","4.97","17395","3500 shares","-","0","5.22","Filled","2012-01-06 09:30:00"
"2012-01-06","09:30:00","Equity","002611.XSHE","Buy","MarketOrder","1300 shares","13.52","17576","1300 shares","-","0","5.27","Filled","2012-01-06 09:30:00"
"2012-01-06","09:30:00","Equity","600160.XSHG","Buy","MarketOrder","900 shares","18.3","16470","900 shares","-","0","5","Filled","2012-01-06 09:30:00"
"2012-01-06","09:30:00","Equity","300274.XSHE","Buy","MarketOrder","700 shares","24.29","17003","700 shares","-","0","5.1","Filled","2012-01-06 09:30:00"
"2012-01-10","14:50:00","Equity","601117.XSHG","Sell","MarketOrder","-3500 shares","5.83","-20405","-3500 shares","-","3010","26.53","Filled","2012-01-10 14:50:00"
"2012-01-11","11:25:00","Equity","002611.XSHE","Sell","MarketOrder","-1300 shares","15.09","-19617","-1300 shares","-","2041","25.5","Filled","2012-01-11 11:25:00"
"2012-01-11","11:25:00","Equity","300274.XSHE","Sell","MarketOrder","-700 shares","27.18","-19026","-700 shares","-","2023","24.73","Filled","2012-01-11 11:25:00"
"2012-01-12","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-3200 shares","8.16","-26112","-3200 shares","-","832","33.95","Filled","2012-01-12 11:25:00"
"2012-01-12","11:25:00","Equity","600160.XSHG","Sell","MarketOrder","-900 shares","21.08","-18972","-900 shares","-","2502","24.66","Filled","2012-01-12 11:25:00"
"2012-01-16","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","4000 shares","13.02","52080","4000 shares","-","0","15.62","Filled","2012-01-16 09:30:00"
"2012-01-16","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","7500 shares","7","52500","7500 shares","-","0","15.75","Filled","2012-01-16 09:30:00"
"2012-01-17","11:25:00","Equity","002402.XSHE","Sell","MarketOrder","-4000 shares","12.45","-49800","-4000 shares","-","-2280","64.74","Filled","2012-01-17 11:25:00"
"2012-02-02","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-7500 shares","7.58","-56850","-7500 shares","-","4350","73.9","Filled","2012-02-02 11:25:00"
"2012-03-19","09:30:00","Equity","601919.XSHG","Buy","MarketOrder","20600 shares","5.22","107532","20600 shares","-","0","32.26","Filled","2012-03-19 09:30:00"
"2012-03-28","14:50:00","Equity","601919.XSHG","Sell","MarketOrder","-20600 shares","4.98","-102588","-20600 shares","-","-4944","133.36","Filled","2012-03-28 14:50:00"
"2012-03-30","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","6500 shares","7.89","51285","6500 shares","-","0","15.39","Filled","2012-03-30 09:30:00"
"2012-03-30","09:30:00","Equity","002555.XSHE","Buy","MarketOrder","5000 shares","10.21","51050","5000 shares","-","0","15.32","Filled","2012-03-30 09:30:00"
"2012-04-09","11:25:00","Equity","002555.XSHE","Sell","MarketOrder","-5000 shares","10.59","-52950","-5000 shares","-","1900","68.84","Filled","2012-04-09 11:25:00"
"2012-04-10","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-6500 shares","7.65","-49725","-6500 shares","-","-1560","64.64","Filled","2012-04-10 11:25:00"
"2012-04-25","09:30:00","Equity","300274.XSHE","Buy","MarketOrder","9200 shares","11.15","102580","9200 shares","-","0","30.77","Filled","2012-04-25 09:30:00"
"2012-05-21","11:25:00","Equity","300274.XSHE","Sell","MarketOrder","-9200 shares","11.45","-105340","-9200 shares","-","2760","136.94","Filled","2012-05-21 11:25:00"
"2012-06-06","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","12600 shares","8.33","104958","12600 shares","-","0","31.49","Filled","2012-06-06 09:30:00"
"2012-06-20","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-12600 shares","7.9","-99540","-12600 shares","-","-5418","129.4","Filled","2012-06-20 11:25:00"
"2012-06-27","09:30:00","Equity","002340.XSHE","Buy","MarketOrder","7500 shares","13.24","99300","7500 shares","-","0","29.79","Filled","2012-06-27 09:30:00"
"2012-08-13","11:25:00","Equity","002340.XSHE","Sell","MarketOrder","-7500 shares","14.27","-107025","-7500 shares","-","7725","139.13","Filled","2012-08-13 11:25:00"
"2012-08-28","09:30:00","Equity","601117.XSHG","Buy","MarketOrder","18500 shares","5.79","107115","18500 shares","-","0","32.13","Filled","2012-08-28 09:30:00"
"2012-09-07","11:25:00","Equity","601117.XSHG","Sell","MarketOrder","-18500 shares","6.66","-123210","-18500 shares","-","16095","160.17","Filled","2012-09-07 11:25:00"
"2012-09-24","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","11100 shares","5.53","61383","11100 shares","-","0","18.41","Filled","2012-09-24 09:30:00"
"2012-09-24","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","9300 shares","6.6","61380","9300 shares","-","0","18.41","Filled","2012-09-24 09:30:00"
"2012-09-26","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-11100 shares","5.34","-59274","-11100 shares","-","-2109","77.06","Filled","2012-09-26 11:25:00"
"2012-09-27","09:30:00","Equity","002340.XSHE","Buy","MarketOrder","5300 shares","11.11","58883","5300 shares","-","0","17.66","Filled","2012-09-27 09:30:00"
"2012-10-09","11:25:00","Equity","002340.XSHE","Sell","MarketOrder","-5300 shares","12.21","-64713","-5300 shares","-","5830","84.13","Filled","2012-10-09 11:25:00"
"2012-10-16","09:30:00","Equity","002049.XSHE","Buy","MarketOrder","2800 shares","22.68","63504","2800 shares","-","0","19.05","Filled","2012-10-16 09:30:00"
"2012-10-17","11:25:00","Equity","000591.XSHE","Sell","MarketOrder","-9300 shares","6.76","-62868","-9300 shares","-","1488","81.73","Filled","2012-10-17 11:25:00"
"2012-10-17","11:25:00","Equity","002049.XSHE","Sell","MarketOrder","-2800 shares","21.8","-61040","-2800 shares","-","-2464","79.35","Filled","2012-10-17 11:25:00"
"2012-11-16","09:30:00","Equity","601888.XSHG","Buy","MarketOrder","4400 shares","28.2","124080","4400 shares","-","0","37.22","Filled","2012-11-16 09:30:00"
"2012-11-20","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","100 shares","10.39","1039","100 shares","-","0","5","Filled","2012-11-20 09:30:00"
"2012-11-20","11:25:00","Equity","601888.XSHG","Sell","MarketOrder","-4400 shares","27.1","-119240","-4400 shares","-","-4840","155.01","Filled","2012-11-20 11:25:00"
"2012-11-21","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-100 shares","10.07","-1007","-100 shares","-","-32","6.01","Filled","2012-11-21 11:25:00"
"2012-11-27","09:30:00","Equity","002236.XSHE","Buy","MarketOrder","3200 shares","37.5","120000","3200 shares","-","0","36","Filled","2012-11-27 09:30:00"
"2012-12-10","11:25:00","Equity","002236.XSHE","Sell","MarketOrder","-3200 shares","41.75","-133600","-3200 shares","-","13600","173.68","Filled","2012-12-10 11:25:00"
"2013-01-25","09:30:00","Equity","300059.XSHE","Buy","MarketOrder","7200 shares","9.21","66312","7200 shares","-","0","19.89","Filled","2013-01-25 09:30:00"
"2013-01-25","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","5500 shares","12.1","66550","5500 shares","-","0","19.96","Filled","2013-01-25 09:30:00"
"2013-01-30","11:25:00","Equity","300059.XSHE","Sell","MarketOrder","-7200 shares","9.81","-70632","-7200 shares","-","4320","91.82","Filled","2013-01-30 11:25:00"
"2013-01-30","11:25:00","Equity","300207.XSHE","Sell","MarketOrder","-5500 shares","12.57","-69135","-5500 shares","-","2585","89.88","Filled","2013-01-30 11:25:00"
"2013-02-05","09:30:00","Equity","002056.XSHE","Buy","MarketOrder","11400 shares","12.25","139650","11400 shares","-","0","41.9","Filled","2013-02-05 09:30:00"
"2013-02-26","11:25:00","Equity","002056.XSHE","Sell","MarketOrder","-11400 shares","12.63","-143982","-11400 shares","-","4332","187.18","Filled","2013-02-26 11:25:00"
"2013-03-14","09:30:00","Equity","002611.XSHE","Buy","MarketOrder","16100 shares","8.95","144095","16100 shares","-","0","43.23","Filled","2013-03-14 09:30:00"
"2013-03-19","11:25:00","Equity","002611.XSHE","Sell","MarketOrder","-16100 shares","8.59","-138299","-16100 shares","-","-5796","179.79","Filled","2013-03-19 11:25:00"
"2013-03-29","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","13700 shares","10.13","138781","13700 shares","-","0","41.63","Filled","2013-03-29 09:30:00"
"2013-04-03","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-13700 shares","9.79","-134123","-13700 shares","-","-4658","174.36","Filled","2013-04-03 11:25:00"
"2013-04-09","09:30:00","Equity","601888.XSHG","Buy","MarketOrder","4500 shares","29.58","133110","4500 shares","-","0","39.93","Filled","2013-04-09 09:30:00"
"2013-05-24","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","100 shares","17.61","1761","100 shares","-","0","5","Filled","2013-05-24 09:30:00"
"2013-05-28","11:25:00","Equity","300207.XSHE","Sell","MarketOrder","-100 shares","17.9","-1790","-100 shares","-","29","6.79","Filled","2013-05-28 11:25:00"
"2013-06-05","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","100 shares","16.62","1662","100 shares","-","0","5","Filled","2013-06-05 09:30:00"
"2013-06-19","14:50:00","Equity","300207.XSHE","Sell","MarketOrder","-100 shares","19.74","-1974","-100 shares","-","312","6.97","Filled","2013-06-19 14:50:00"
